Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10406,QUEE,7,01/07/2013 00:00:00,2013-02-18,2013-01-13,1,0x33322E3235,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10407,OTTIK,2,01/07/2013 00:00:00,2013-02-04,2013-01-30,2,0x3235,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
10408,FOLIG,8,01/08/2013 00:00:00,2013-02-05,2013-01-14,1,0x32322E3735,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
10409,OCEA,3,01/09/2013 00:00:00,2013-02-06,2013-01-14,1,0x3136,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
10410,BOTTM,3,01/10/2013 00:00:00,2013-02-07,2013-01-15,3,0x32362E3235,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10411,BOTTM,9,01/10/2013 00:00:00,2013-02-07,2013-01-21,3,0x32382E35,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10412,WARTH,8,01/13/2013 00:00:00,2013-02-10,2013-01-15,2,0x3135,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10413,LAMAI,3,01/14/2013 00:00:00,2013-02-11,2013-01-16,2,0x32392E35,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10414,FAMIA,2,01/14/2013 00:00:00,2013-02-11,2013-01-17,3,0x3237,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
10415,HUNGC,3,01/15/2013 00:00:00,2013-02-12,2013-01-24,1,0x31352E35,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
10416,WARTH,8,01/16/2013 00:00:00,2013-02-13,2013-01-27,3,0x32322E35,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10417,SIMOB,4,01/16/2013 00:00:00,2013-02-13,2013-01-28,3,0x34302E3735,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
10418,QUICK,4,01/17/2013 00:00:00,2013-02-14,2013-01-24,1,0x34362E35,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10419,RICSU,4,01/20/2013 00:00:00,2013-02-17,2013-01-30,2,0x3330,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
10420,WELLI,3,01/21/2013 00:00:00,2013-02-18,2013-01-27,1,0x32322E35,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
10421,QUEDE,8,01/21/2013 00:00:00,2013-03-04,2013-01-27,1,0x32342E3735,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
10422,FRANS,2,01/22/2013 00:00:00,2013-02-19,2013-01-31,1,0x31302E35,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
10423,GOURL,6,01/23/2013 00:00:00,2013-02-06,2013-02-24,3,0x31382E35,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
10424,MEREP,7,01/23/2013 00:00:00,2013-02-20,2013-01-27,2,0x34342E3735,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10425,LAMAI,6,01/24/2013 00:00:00,2013-02-21,2013-02-14,2,0x31372E35,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10426,GALED,4,01/27/2013 00:00:00,2013-02-24,2013-02-06,1,0x3133,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
10427,PICCO,4,01/27/2013 00:00:00,2013-02-24,2013-03-03,2,0x31382E3735,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10428,REGGC,7,01/28/2013 00:00:00,2013-02-25,2013-02-04,1,0x3135,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10429,HUNGO,3,01/29/2013 00:00:00,2013-03-12,2013-02-07,2,0x32382E3735,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10430,ERNSH,4,01/30/2013 00:00:00,2013-02-13,2013-02-03,1,0x35382E3735,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10431,BOTTM,4,01/30/2013 00:00:00,2013-02-13,2013-02-07,2,0x34322E35,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10432,SPLIR,3,01/31/2013 00:00:00,2013-02-14,2013-02-07,2,0x32322E35,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
10433,PRINI,3,02/03/2013 00:00:00,2013-03-03,2013-03-04,3,0x3137,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
10434,FOLKO,3,02/03/2013 00:00:00,2013-03-03,2013-02-13,2,0x3136,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10435,CONSH,8,02/04/2013 00:00:00,2013-03-18,2013-02-07,2,0x3138,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
10436,BLONP,3,02/05/2013 00:00:00,2013-03-05,2013-02-11,2,0x33342E3735,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10437,WARTH,8,02/05/2013 00:00:00,2013-03-05,2013-02-12,1,0x31332E3735,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10438,TOMSP,3,02/06/2013 00:00:00,2013-03-06,2013-02-14,2,0x32322E35,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
10439,MEREP,6,02/07/2013 00:00:00,2013-03-07,2013-02-10,3,0x32362E3735,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10440,SAVEA,4,02/10/2013 00:00:00,2013-03-10,2013-02-28,2,0x3632,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10441,OLDWO,3,02/10/2013 00:00:00,2013-03-24,2013-03-14,2,0x32322E35,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
10442,ERNSH,3,02/11/2013 00:00:00,2013-03-11,2013-02-18,2,0x35322E35,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10443,REGGC,8,02/12/2013 00:00:00,2013-03-12,2013-02-14,1,0x31342E35,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10444,BERGS,3,02/12/2013 00:00:00,2013-03-12,2013-02-21,3,0x32352E3735,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10445,BERGS,3,02/13/2013 00:00:00,2013-03-13,2013-02-20,1,0x31352E3235,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10446,TOMSP,6,02/14/2013 00:00:00,2013-03-14,2013-02-19,1,0x32322E35,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
10447,RICAR,4,02/14/2013 00:00:00,2013-03-14,2013-03-07,2,0x32392E3235,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10448,RANCH,4,02/17/2013 00:00:00,2013-03-17,2013-02-24,2,0x31362E35,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
10449,BLONP,3,02/18/2013 00:00:00,2013-03-18,2013-02-27,2,0x32372E3235,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10450,VICTE,8,02/19/2013 00:00:00,2013-03-19,2013-03-11,2,0x31362E35,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10451,QUICK,4,02/19/2013 00:00:00,2013-03-05,2013-03-12,3,0x36392E35,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10452,SAVEA,8,02/20/2013 00:00:00,2013-03-20,2013-02-26,1,0x33382E3735,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10453,AROUT,1,02/21/2013 00:00:00,2013-03-21,2013-02-26,2,0x3230,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10454,LAMAI,4,02/21/2013 00:00:00,2013-03-21,2013-02-25,3,0x32322E35,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10455,WARTH,8,02/24/2013 00:00:00,2013-04-07,2013-03-03,2,0x34312E3235,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10456,KOENE,8,02/25/2013 00:00:00,2013-04-08,2013-02-28,2,0x32352E3235,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10457,KOENE,2,02/25/2013 00:00:00,2013-03-25,2013-03-03,1,0x3139,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10458,SUPRD,7,02/26/2013 00:00:00,2013-03-26,2013-03-04,3,0x34362E3235,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10459,VICTE,4,02/27/2013 00:00:00,2013-03-27,2013-02-28,2,0x3239,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10460,FOLKO,8,02/28/2013 00:00:00,2013-03-28,2013-03-03,1,0x31362E3235,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10461,LILAS,1,02/28/2013 00:00:00,2013-03-28,2013-03-05,3,0x3432,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10462,CONSH,2,03/03/2013 00:00:00,2013-03-31,2013-03-18,1,0x31352E35,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
10463,SUPRD,5,03/04/2013 00:00:00,2013-04-01,2013-03-06,3,0x32372E3735,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10464,FURIB,4,03/04/2013 00:00:00,2013-04-01,2013-03-14,2,0x32372E3235,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10465,VAFFE,1,03/05/2013 00:00:00,2013-04-02,2013-03-14,3,0x33392E35,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
10466,COMMI,4,03/06/2013 00:00:00,2013-04-03,2013-03-13,1,0x31332E3735,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
10467,MAGAA,8,03/06/2013 00:00:00,2013-04-03,2013-03-11,2,0x3230,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
10468,KOENE,3,03/07/2013 00:00:00,2013-04-04,2013-03-12,3,0x31352E3735,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10469,WHITC,1,03/10/2013 00:00:00,2013-04-07,2013-03-14,1,0x32392E3235,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10470,BONAP,4,03/11/2013 00:00:00,2013-04-08,2013-03-14,2,0x32332E3235,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10471,BSBEV,2,03/11/2013 00:00:00,2013-04-08,2013-03-18,3,0x32322E35,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10472,SEVES,8,03/12/2013 00:00:00,2013-04-09,2013-03-19,1,0x33342E35,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10473,ISLAT,1,03/13/2013 00:00:00,2013-03-27,2013-03-21,3,0x3136,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10474,PERIC,5,03/13/2013 00:00:00,2013-04-10,2013-03-21,2,0x32352E3235,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
10475,SUPRD,9,03/14/2013 00:00:00,2013-04-11,2013-04-04,1,0x34342E3235,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10476,HILAA,8,03/17/2013 00:00:00,2013-04-14,2013-03-24,3,0x31332E35,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10477,PRINI,5,03/17/2013 00:00:00,2013-04-14,2013-03-25,2,0x3234,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
10478,VICTE,2,03/18/2013 00:00:00,2013-04-01,2013-03-26,3,0x3135,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10479,RATTC,3,03/19/2013 00:00:00,2013-04-16,2013-03-21,3,0x3437,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10480,FOLIG,6,03/20/2013 00:00:00,2013-04-17,2013-03-24,2,0x32302E35,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
10481,RICAR,8,03/20/2013 00:00:00,2013-04-17,2013-03-25,2,0x3236,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10482,LAZYK,1,03/21/2013 00:00:00,2013-04-18,2013-04-10,3,0x31322E35,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
10483,WHITC,7,03/24/2013 00:00:00,2013-04-21,2013-04-25,2,0x32362E3235,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10484,BSBEV,3,03/24/2013 00:00:00,2013-04-21,2013-04-01,3,0x31362E3735,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10485,LINOD,4,03/25/2013 00:00:00,2013-04-08,2013-03-31,2,0x34322E35,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
10486,HILAA,1,03/26/2013 00:00:00,2013-04-23,2013-04-02,2,0x32312E35,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10487,QUEE,2,03/26/2013 00:00:00,2013-04-23,2013-03-28,2,0x32342E3735,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10488,FRANK,8,03/27/2013 00:00:00,2013-04-24,2013-04-02,2,0x32322E35,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
10489,PICCO,6,03/28/2013 00:00:00,2013-04-25,2013-04-09,2,0x31382E3235,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10490,HILAA,7,03/31/2013 00:00:00,2013-04-28,2013-04-03,2,0x34312E35,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10491,FURIB,8,03/31/2013 00:00:00,2013-04-28,2013-04-08,3,0x31352E35,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10492,BOTTM,3,04/01/2013 00:00:00,2013-04-29,2013-04-11,1,0x3330,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10493,LAMAI,4,04/02/2013 00:00:00,2013-04-30,2013-04-10,3,0x31382E3735,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10494,COMMI,4,04/02/2013 00:00:00,2013-04-30,2013-04-09,2,0x31372E35,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
10495,LAUGB,3,04/03/2013 00:00:00,2013-05-01,2013-04-11,3,0x31382E3735,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
10496,TRADH,7,04/04/2013 00:00:00,2013-05-02,2013-04-07,2,0x3135,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
10497,LEHMS,7,04/04/2013 00:00:00,2013-05-02,2013-04-07,1,0x3236,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10498,HILAA,8,04/07/2013 00:00:00,2013-05-05,2013-04-11,2,0x32322E3235,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10499,LILAS,4,04/08/2013 00:00:00,2013-05-06,2013-04-16,2,0x32312E3235,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10500,LAMAI,6,04/09/2013 00:00:00,2013-05-07,2013-04-17,1,0x3135,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10501,BLAUS,9,04/09/2013 00:00:00,2013-05-07,2013-04-16,3,0x3135,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10502,PERIC,2,04/10/2013 00:00:00,2013-05-08,2013-04-29,1,0x32342E3235,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
10503,HUNGO,6,04/11/2013 00:00:00,2013-05-09,2013-04-16,2,0x33322E35,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10504,WHITC,4,04/11/2013 00:00:00,2013-05-09,2013-04-18,3,0x32342E3735,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10505,MEREP,3,04/14/2013 00:00:00,2013-05-12,2013-04-21,3,0x31302E3735,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10506,KOENE,9,04/15/2013 00:00:00,2013-05-13,2013-05-02,2,0x3138,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10507,ANTO,7,04/15/2013 00:00:00,2013-05-13,2013-04-22,1,0x31372E35,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
10508,OTTIK,1,04/16/2013 00:00:00,2013-05-14,2013-05-13,2,0x3135,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
10509,BLAUS,4,04/17/2013 00:00:00,2013-05-15,2013-04-29,1,0x31302E3735,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10510,SAVEA,6,04/18/2013 00:00:00,2013-05-16,2013-04-28,3,0x3238,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10511,BONAP,4,04/18/2013 00:00:00,2013-05-16,2013-04-21,3,0x33372E35,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10512,FAMIA,7,04/21/2013 00:00:00,2013-05-19,2013-04-24,2,0x31392E3235,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
10513,WANDK,7,04/22/2013 00:00:00,2013-06-03,2013-04-28,1,0x33362E3235,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10514,ERNSH,3,04/22/2013 00:00:00,2013-05-20,2013-05-16,2,0x36382E3235,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10515,QUICK,2,04/23/2013 00:00:00,2013-05-07,2013-05-23,1,0x38312E35,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10516,HUNGO,2,04/24/2013 00:00:00,2013-05-22,2013-05-01,3,0x34312E3235,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10517,NORTS,3,04/24/2013 00:00:00,2013-05-22,2013-04-29,3,0x3134,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
10518,TORTU,4,04/25/2013 00:00:00,2013-05-09,2013-05-05,2,0x31372E3235,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
10519,CHOPS,6,04/28/2013 00:00:00,2013-05-26,2013-05-01,3,0x32362E35,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
10520,SANTG,7,04/29/2013 00:00:00,2013-05-27,2013-05-01,1,0x31332E3235,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
10521,CACTU,8,04/29/2013 00:00:00,2013-05-27,2013-05-02,2,0x31342E3735,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
10522,LEHMS,4,04/30/2013 00:00:00,2013-05-28,2013-05-06,1,0x33372E3235,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10523,SEVES,7,05/01/2013 00:00:00,2013-05-29,2013-05-30,2,0x3236,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10524,BERGS,1,05/01/2013 00:00:00,2013-05-29,2013-05-07,2,0x33312E3735,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10525,BONAP,1,05/02/2013 00:00:00,2013-05-30,2013-05-23,2,0x32312E3235,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10526,WARTH,4,05/05/2013 00:00:00,2013-06-02,2013-05-15,2,0x3232,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10527,QUICK,7,05/05/2013 00:00:00,2013-06-02,2013-05-07,1,0x3330,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10528,GREAL,6,05/06/2013 00:00:00,2013-05-20,2013-05-09,2,0x3135,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
10529,MAISD,5,05/07/2013 00:00:00,2013-06-04,2013-05-09,2,0x3231,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10530,PICCO,3,05/08/2013 00:00:00,2013-06-05,2013-05-12,2,0x34332E3735,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10531,OCEA,7,05/08/2013 00:00:00,2013-06-05,2013-05-19,1,0x31302E35,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
10532,EASTC,7,05/09/2013 00:00:00,2013-06-06,2013-05-12,3,0x31392E3735,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
10533,FOLKO,8,05/12/2013 00:00:00,2013-06-09,2013-05-22,1,0x33342E35,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10534,LEHMS,8,05/12/2013 00:00:00,2013-06-09,2013-05-14,2,0x31372E35,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10535,ANTO,4,05/13/2013 00:00:00,2013-06-10,2013-05-21,1,0x3330,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
10536,LEHMS,3,05/14/2013 00:00:00,2013-06-11,2013-06-06,2,0x3335,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10537,RICSU,1,05/14/2013 00:00:00,2013-05-28,2013-05-19,1,0x33312E35,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
10538,BSBEV,9,05/15/2013 00:00:00,2013-06-12,2013-05-16,3,0x3132,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10539,BSBEV,6,05/16/2013 00:00:00,2013-06-13,2013-05-23,3,0x3231,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10540,QUICK,3,05/19/2013 00:00:00,2013-06-16,2013-06-13,3,0x35312E3235,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10541,HANAR,2,05/19/2013 00:00:00,2013-06-16,2013-05-29,1,0x3331,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
10542,KOENE,1,05/20/2013 00:00:00,2013-06-17,2013-05-26,3,0x31392E3735,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10543,LILAS,8,05/21/2013 00:00:00,2013-06-18,2013-05-23,2,0x3335,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10544,LONEP,4,05/21/2013 00:00:00,2013-06-18,2013-05-30,1,0x31332E35,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
10545,LAZYK,8,05/22/2013 00:00:00,2013-06-19,2013-06-26,2,0x31322E35,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
10546,VICTE,1,05/23/2013 00:00:00,2013-06-20,2013-05-27,3,0x3330,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10547,SEVES,3,05/23/2013 00:00:00,2013-06-20,2013-06-02,2,0x3331,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10548,TOMSP,3,05/26/2013 00:00:00,2013-06-23,2013-06-02,2,0x3136,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
10549,QUICK,5,05/27/2013 00:00:00,2013-06-10,2013-05-30,1,0x36302E3735,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10550,GODOS,7,05/28/2013 00:00:00,2013-06-25,2013-06-06,3,0x31382E35,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
10551,FURIB,4,05/28/2013 00:00:00,2013-07-09,2013-06-06,3,0x3335,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10552,HILAA,2,05/29/2013 00:00:00,2013-06-26,2013-06-05,1,0x3232,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10553,WARTH,2,05/30/2013 00:00:00,2013-06-27,2013-06-03,2,0x33322E3235,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10554,OTTIK,4,05/30/2013 00:00:00,2013-06-27,2013-06-05,3,0x3330,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
10555,SAVEA,6,06/02/2013 00:00:00,2013-06-30,2013-06-04,3,0x34352E3735,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10556,SIMOB,2,06/03/2013 00:00:00,2013-07-15,2013-06-13,1,0x3136,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
10557,LEHMS,9,06/03/2013 00:00:00,2013-06-17,2013-06-06,2,0x32322E35,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
